mol_idx,smiles,half-life,sdc,sdx,sa,dga,dgp,dgtot
375,O=[N+]([O-])c1cccc(CNc2ccc(S(=O)(=O)Nc3nccs3)cc2)c1O,30.0,7.7026,2.8272,7.838,-13.8017,-97.8551,-104.3741
376,Nc1cccc(CNc2ccc(S(=O)(=O)Nc3nccs3)cc2)c1O,30.0,7.0772,4.0895,7.3037,-12.9982,-102.8376,-110.2422
380,COc1cccc(CNc2ccc(S(=O)(=O)Nc3nccs3)cc2)c1N,30.0,8.0839,3.1019,7.067,-11.9852,-100.0272,-106.0338
410,COc1cccc(CNc2ccc(S(=O)(=O)Nc3nc(C)cs3)cc2)c1O,30.0,8.8262,2.3881,7.4559,-11.132,-97.594,-102.7911
817,O=S(=O)(Nc1nccs1)c1ccc(NCc2cccc(Cl)c2Cl)cc1,25.0,6.9773,1.7265,5.5582,-9.4006,-73.8754,-78.5786
841,O=S(=O)(Nc1nccs1)c1ccc(NCc2ccccc2O)cc1,24.0,7.7422,2.3951,6.3982,-12.8113,-86.8806,-93.7229
929,Cc1cccc(CNc2ccc(S(=O)(=O)Nc3nccs3)cc2)c1O,21.0,8.1495,2.3629,6.4265,-11.8177,-87.0802,-93.1135
993,C=CCc1cccc(CNc2ccc(S(=O)(=O)Nc3nccs3)cc2)c1O,19.0,9.0539,2.4025,6.4586,-12.0781,-88.3409,-94.41
1084,O=S(=O)(Nc1nccs1)c1ccc(NCc2cccc(F)c2O)cc1,16.0,7.3525,2.6879,7.3546,-12.0693,-92.1124,-100.0406
1120,COc1cccc(CNc2ccc(S(=O)(=O)Nc3nccs3)cc2)c1,15.0,8.4917,1.7129,6.0706,-11.7982,-83.3423,-89.2184
1160,O=S(=O)(Nc1nccs1)c1ccc(NCc2cccc(Cl)c2O)cc1,14.0,7.0497,2.4409,6.3861,-11.283,-84.8547,-91.5784
1162,O=S(=O)(Nc1nccs1)c1ccc(NCc2cccc(Br)c2O)cc1,14.0,7.0385,2.45,6.3389,-11.0174,-84.5141,-90.7267
1240,O=S(=O)(Nc1nccs1)c1ccc(NCc2cc(F)ccc2O)cc1,12.0,7.8126,2.5348,7.7454,-12.0713,-96.579,-103.7535
1242,COc1cccc(CNc2ccc(S(=O)(=O)Nc3nc(C)c(C)s3)cc2)c1O,12.0,9.4017,2.3897,7.6809,-10.1287,-100.2968,-103.8681
1275,COc1cccc(CNc2ccc(S(=O)(=O)Nc3nccs3)cc2)c1OC,11.0,9.727,1.6533,7.3941,-11.1072,-97.1917,-98.4419
1280,O=S(=O)(Nc1nccs1)c1ccc(NCc2cc(Cl)ccc2O)cc1,11.0,7.3416,2.5381,6.7971,-11.2858,-88.7557,-95.0694
1330,O=S(=O)(Nc1nccs1)c1ccc(NCc2ccccc2)cc1,10.0,7.2942,1.6631,4.6129,-12.4825,-67.8477,-74.4734
1419,COc1cccc(O)c1CNc1ccc(S(=O)(=O)Nc2nccs2)cc1,8.9,8.5817,2.7179,7.6866,-12.1251,-100.2382,-106.5953
1514,O=S(=O)(Nc1nccs1)c1ccc(NCc2ccc(Cl)cc2O)cc1,7.5,7.3733,2.3364,6.5974,-11.2781,-86.8301,-93.9031
1698,O=S(=O)(Nc1nccs1)c1ccc(NCc2ccc(Br)cc2O)cc1,5.4,7.4509,2.5111,6.7897,-11.0208,-89.0214,-94.8666
1853,COc1ccc(CNc2ccc(S(=O)(=O)Nc3nccs3)cc2)c(O)c1,3.9,8.8516,2.3723,7.7361,-12.1284,-100.8493,-107.3219
1997,COc1ccccc1CNc1ccc(S(=O)(=O)Nc2nccs2)cc1,2.8,8.5992,1.6374,6.1375,-11.7951,-83.8491,-89.7684
838,Cc1ccc(S(=O)(=O)Nc2ccc(OC(F)(F)F)cc2C(=O)Nc2nc(-c3ccccc3)cs2)cc1,24.0,10.1324,2.0115,9.2719,-15.6283,-108.3169,-102.7621
1198,Cc1ccc(S(=O)(=O)Nc2cc(Cl)c(Cl)cc2C(=O)Nc2nc(-c3ccccc3)cs2)cc1,13.0,8.6827,2.0126,6.5382,-15.8447,-84.3173,-96.6664
1331,Cc1ccc(S(=O)(=O)Nc2ccccc2C(=O)Nc2nc(-c3ccccc3)c(Br)s2)cc1,10.0,8.9397,2.1857,6.4574,-17.1246,-84.3015,-94.9479
1370,Cc1ccc(S(=O)(=O)Nc2cc(Br)ccc2C(=O)Nc2nc(-c3ccccc3)cs2)cc1,9.6,9.0995,1.9568,6.4311,-17.1181,-84.0221,-97.6138
1406,COc1cc(NS(=O)(=O)c2ccc(C)cc2)c(C(=O)Nc2nc(-c3ccccc3)cs2)cc1OC,9.0,11.0562,1.9162,8.0343,-17.5446,-103.8236,-114.3317
1418,Cc1ccc(S(=O)(=O)Nc2ccc(Br)cc2C(=O)Nc2nc(-c3ccccc3)cs2)cc1,8.9,9.2971,2.0503,6.6801,-17.1109,-87.3846,-99.8773
1423,Cc1ccc(S(=O)(=O)Nc2ccccc2C(=O)Nc2nc(-c3ccc(Cl)cc3)cs2)cc1,8.85,8.9425,1.9492,6.1389,-17.378,-81.6905,-95.7513
1504,Cc1ccc(S(=O)(=O)Nc2cc(Cl)ccc2C(=O)Nc2nc(-c3ccccc3)cs2)cc1,7.65,8.9791,1.9413,6.2219,-17.3789,-82.3158,-96.0447
1586,COc1ccc(C(=O)Nc2nc(-c3ccccc3)cs2)c(NS(=O)(=O)c2ccc(C)cc2)c1,6.5,10.4993,2.0131,7.33,-18.2197,-96.94,-110.0327
1606,Cc1ccc(S(=O)(=O)Nc2ccccc2C(=O)Nc2nc(-c3ccccc3)c(C)s2)cc1,6.3,9.4444,1.8165,5.746,-17.925,-78.9102,-89.5874
1675,Cc1ccc(S(=O)(=O)Nc2cc(F)ccc2C(=O)Nc2nc(-c3ccccc3)cs2)cc1,5.6,9.304,1.9705,7.0352,-18.1705,-88.7775,-103.4795
1772,Cc1ccc(S(=O)(=O)Nc2cc(F)c(F)cc2C(=O)Nc2nc(-c3ccccc3)cs2)cc1,4.6,9.1516,2.0366,7.9718,-17.4333,-95.3571,-107.3715
1775,COc1ccc(NS(=O)(=O)c2ccc(C)cc2)c(C(=O)Nc2nc(-c3ccccc3)cs2)c1,4.5,10.006,1.9575,6.8553,-18.2293,-91.4575,-106.0814
1870,COc1cccc(NS(=O)(=O)c2ccc(C)cc2)c1C(=O)Nc1nc(-c2ccccc2)cs1,3.7,10.0565,2.178,7.1713,-18.2258,-94.2656,-106.2038
1871,Cc1ccc(S(=O)(=O)Nc2ccc(C)cc2C(=O)Nc2nc(-c3ccccc3)cs2)cc1,3.7,9.3482,1.9235,5.5235,-17.9193,-77.542,-91.7046
1907,Cc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)Nc2nc(-c3ccccc3)cs2)cc1,3.4,9.2294,2.0474,6.5434,-17.3708,-86.3137,-99.0573
1961,Cc1ccc(S(=O)(=O)Nc2ccc(F)cc2C(=O)Nc2nc(-c3ccccc3)cs2)cc1,3.0,9.5525,2.0683,7.3648,-18.1627,-92.826,-106.4764
2039,Cc1ccc(-c2csc(NC(=O)c3ccccc3NS(=O)(=O)c3ccc(C)cc3)n2)cc1,2.6,9.4166,2.0727,5.7139,-17.9289,-79.2113,-90.6746
2061,Cc1ccc(S(=O)(=O)Nc2cc(C)ccc2C(=O)Nc2nc(-c3ccccc3)cs2)cc1,2.5,9.3966,2.1516,5.8157,-17.9222,-80.3602,-91.8487
2090,Cc1ccc(S(=O)(=O)Nc2ccccc2C(=O)Nc2nc(-c3ccccc3)cs2)cc1,2.4,8.999,1.8233,5.6259,-18.9229,-77.6693,-90.0626
2102,COc1ccc(-c2csc(NC(=O)c3ccccc3NS(=O)(=O)c3ccc(C)cc3)n2)cc1,2.34,10.1268,1.9428,6.9271,-18.2262,-92.3463,-106.9133
2313,Cc1ccc(S(=O)(=O)N(C)c2ccccc2C(=O)Nc2nc(-c3ccccc3)cs2)cc1,1.7,10.4144,0.8243,5.4972,-17.9314,-76.7322,-81.5026
455,COc1ccc(NC(=O)c2[nH]c(C)cc2C)cc1[S+](=O)([O-])Nc1ccc(Br)cc1,30.0,9.7468,2.0923,9.1048,-8.731,-109.0497,-110.9279
509,CC(=O)c1c(C)[nH]c(C(=O)Nc2cccc([S+](=O)([O-])Nc3ccc(C#N)cc3)c2)c1C,30.0,10.6863,2.4246,9.2503,-15.7701,-117.6406,-125.6217
510,CC(=O)Nc1ccc(N[S+](=O)([O-])c2cccc(NC(=O)c3[nH]c(C)c(C(C)=O)c3C)c2)cc1,30.0,11.9344,3.072,11.1585,-10.5306,-138.0967,-140.3078
511,CCc1ccc(NC(=O)c2[nH]c(C)c(C(C)=O)c2C)cc1[S+](=O)([O-])Nc1ccccc1C#N,30.0,12.4605,2.3459,9.9505,-13.6452,-125.0586,-129.4839
540,COc1ccc(NC(=O)c2[nH]c(C)c(C(C)=O)c2C)cc1[S+](=O)([O-])Nc1ccccc1C#N,30.0,10.8859,2.6596,9.9169,-15.0911,-123.4978,-132.9467
541,COc1ccc(NC(=O)c2[nH]c(C)c(C(C)=O)c2C)cc1[S+](=O)([O-])Nc1ccc(C#N)cc1,30.0,12.2148,2.3432,10.7814,-15.0756,-133.7578,-141.6024
544,CC(=O)c1c(C)[nH]c(C(=O)Nc2ccc(OCCCN(C)C)c([S+](=O)([O-])Nc3ccc(Br)cc3)c2)c1C,30.0,14.0827,2.2259,12.3022,-2.7299,-147.9468,-142.2238
820,CC(=O)c1c(C)[nH]c(C(=O)Nc2cccc([S+](=O)([O-])Nc3cccc(C#N)c3)c2)c1C,25.0,10.4683,2.4345,9.1374,-15.7732,-116.2014,-124.8128
878,CCc1ccc(NC(=O)c2[nH]c(C)c(C(C)=O)c2C)cc1[S+](=O)([O-])Nc1ccc(Br)cc1,23.0,11.5624,2.3398,9.8895,-6.8516,-117.5766,-115.3435
936,CC(=O)c1ccc(N[S+](=O)([O-])c2cccc(NC(=O)c3[nH]c(C)c(C(C)=O)c3C)c2)cc1,21.0,11.9505,2.4066,10.461,-10.3089,-125.5293,-127.0977
1001,CC(=O)c1c(C)[nH]c(C(=O)Nc2ccc(C)c([S+](=O)([O-])Nc3ccc(Br)cc3)c2)c1C,19.0,11.149,2.1689,9.8755,-7.9643,-117.0075,-116.524
1030,CC(=O)c1c(C)[nH]c(C(=O)Nc2cccc([S+](=O)([O-])Nc3ccc(Br)cc3)c2)c1C,18.0,10.513,2.386,9.7607,-8.9573,-115.892,-115.6922
1064,CC(=O)c1c(C)[nH]c(C(=O)Nc2cccc([S+](=O)([O-])Nc3ccc(Br)c(F)c3)c2)c1C,17.0,10.453,2.3038,10.5042,-8.2149,-121.4766,-121.4282
1133,COc1ccc(NC(=O)c2[nH]c(C)c(C(C)=O)c2C)cc1[S+](=O)([O-])Nc1cccc(C#N)c1,15.0,11.8659,2.3542,10.5513,-15.0795,-130.8704,-139.0101
1143,CCc1ccc(NC(=O)c2[nH]c(C)c(C(C)=O)c2C)cc1[S+](=O)([O-])Nc1ccc(C#N)cc1,14.65,12.1085,2.3444,9.8008,-13.6519,-123.7692,-128.7985
1496,Cc1cc(C)c(C(=O)Nc2cccc([S+](=O)([O-])Nc3ccc(Br)cc3)c2)[nH]1,7.7,8.6547,2.3898,8.082,-9.4117,-97.8851,-98.7891
1519,COc1ccc(NC(=O)c2ccc[nH]2)cc1[S+](=O)([O-])Nc1ccc(Br)cc1,7.44,8.3657,2.4554,8.7612,-10.7352,-105.1878,-109.1948
1623,CCc1ccc(NC(=O)c2[nH]c(C)c(C(C)=O)c2C)cc1[S+](=O)([O-])Nc1cccc(C#N)c1,6.1,11.9732,2.369,9.6204,-13.654,-122.0845,-127.4444
1642,COc1ccc(NC(=O)c2c(C)c(C(C)=O)c(C)n2C)cc1[S+](=O)([O-])Nc1ccc(Br)cc1,5.9,12.5648,1.6304,10.7327,-7.2879,-125.0279,-121.6364
1737,CC(=O)c1c(C)[nH]c(C(=O)Nc2cccc([S+](=O)([O-])Nc3c(C)cccc3C)c2)c1C,5.0,12.0323,2.045,9.425,-8.758,-115.0184,-114.1673
1789,CC(=O)c1c(C)[nH]c(C(=O)Nc2cccc([S+](=O)([O-])Nc3ccccc3C)c2)c1C,4.4,11.3052,2.1353,9.14,-9.7567,-112.2143,-113.4037
1815,CC(=O)c1c(C)[nH]c(C(=O)Nc2cccc([S+](=O)([O-])Nc3ccccc3)c2)c1C,4.2,10.5751,2.2893,9.0373,-10.7537,-110.9528,-113.2633
50,O=C1Nc2ccc(I)cc2C1=Cc1cc(Br)c(O)c(Br)c1,30.0,4.121,1.9889,4.9705,-9.0289,-57.371,-66.3998
418,COc1ccc(/C=C2/C(=O)Nc3ccccc32)cc1O,30.0,6.1947,1.7009,5.1064,-14.1319,-63.107,-77.2389
419,O=C1Nc2ccccc2/C1=C/c1cccc(C(=O)O)c1,30.0,5.5569,1.8141,4.9368,-15.375,-61.3646,-76.7396
422,O=C1Nc2c(Cl)cccc2/C1=C\c1cc(Cl)c(O)c(Cl)c1,30.0,4.2358,2.0351,5.0917,-10.2136,-57.9239,-68.1375
423,O=C1Nc2cc(Cl)ccc2/C1=C\c1cc(Cl)c(O)c(Cl)c1,30.0,4.3725,1.9722,5.1701,-10.2139,-58.9057,-69.1196
424,O=C1Nc2ccc(Cl)cc2/C1=C\c1cc(Cl)c(O)c(Cl)c1,30.0,4.3614,1.9787,5.1937,-10.2137,-59.106,-69.3197
425,O=C1Nc2cccc(Cl)c2/C1=C\c1cc(Cl)c(O)c(Cl)c1,30.0,4.2017,1.9558,5.1343,-10.2142,-58.6515,-68.8657
733,O=C1Nc2ccccc2/C1=C/c1cc(Cl)c(O)c(Cl)c1,30.0,4.3591,1.9426,4.6718,-11.7505,-55.2767,-67.0273
748,O=C1Nc2ccccc2/C1=C\c1ccc(C(=O)O)cc1,30.0,5.9275,1.8186,5.0447,-15.367,-62.7493,-78.1163
799,O=C1Nc2ccccc2/C1=C\c1cc(Br)c(O)c(Br)c1,26.0,4.5879,1.885,4.5941,-11.2241,-54.6926,-65.9167
800,Cc1cccc2c1NC(=O)/C2=C/c1cc(Cl)c(O)c(Cl)c1,26.0,5.3017,1.8305,4.9083,-10.7498,-57.6548,-68.4046
873,O=C1Nc2ccccc2/C1=C\c1cc(F)c(O)c(F)c1,23.0,4.9991,2.1005,6.1866,-13.336,-67.1417,-80.4777
900,Cc1ccc2c(c1)/C(=C\c1cc(Cl)c(O)c(Cl)c1)C(=O)N2,22.0,5.2001,1.886,4.938,-10.7501,-57.7174,-68.4676
966,O=C1Nc2ccccc2/C1=C\c1ccc(O)c(F)c1,20.0,5.1547,1.8006,5.0109,-14.0779,-58.4711,-72.549
1088,O=C1Nc2ccccc2/C1=C\c1ccc(O)c(Cl)c1,16.0,4.9447,1.7184,4.2716,-13.2827,-52.7231,-66.0058
1164,O=C1Nc2ccccc2/C1=C\c1ccc(O)cc1,14.0,5.3426,1.6294,3.976,-14.8144,-51.2623,-66.0767
1243,COc1cc(/C=C2\C(=O)Nc3ccccc32)ccc1O,12.0,6.0546,1.8645,5.2691,-14.1324,-64.8506,-78.983
1281,Cc1cc(/C=C2/C(=O)Nc3ccccc32)cc(C)c1O,11.0,6.4513,1.546,4.1824,-12.8198,-53.3589,-66.1786
1747,O=C1Nc2ccccc2/C1=C\c1ccc([N+](=O)[O-])cc1,4.92,6.4341,0.9621,5.0228,-15.4413,-58.1493,-67.5742
1466,Cc1cc(-c2nnc3n2CCCCC3)c(C)n1-c1cccc(C#N)c1,8.1,9.2118,0.0,3.4185,-16.3685,-61.4492,-61.8612
1881,Cc1cc(-c2nnc3n2CCCCC3)c(C)n1-c1ccc(C#N)cc1,3.6,9.1456,0.0,3.3782,-16.3685,-60.8598,-61.8805
1926,Cc1cc(-c2nnc3n2CCCCC3)c(C)n1-c1ccccc1,3.27,7.9346,0.0,2.5672,-11.3663,-46.962,-42.5077
1930,Cc1cc(-c2nnc3n2CCCCC3)c(C)n1-c1ccc(F)cc1,3.2,8.8512,0.0,4.4198,-10.6194,-62.1552,-56.594
2023,CCOC(=O)c1ccc(-n2c(C)cc(-c3nnc4n3CCCCC4)c2C)cc1,2.7,11.119,0.0,5.7496,-10.1094,-81.4132,-65.5473
2056,Cc1cc(-c2nnc3n2CCCCC3)c(C)n1-c1ccc([N+](=O)[O-])cc1,2.5,10.1049,0.0,5.6666,-12.3227,-75.4193,-64.9461
2077,COc1ccc(-n2c(C)cc(-c3nnc4n3CCCCC4)c2C)cc1,2.4,9.2698,0.0,4.1165,-10.6708,-63.5731,-57.8855
2141,Cc1cc(-c2nnc3n2CCCCC3)c(C)n1-c1ccc(Br)cc1,2.2,8.6372,0.0,3.9073,-9.5701,-58.0681,-51.1575
2165,Cc1cc(-c2nnc3n2CCCCC3)c(C)n1-c1ccc(C(F)(F)F)cc1,2.1,9.9404,0.0,6.4947,-7.7537,-78.5428,-58.7738
2216,Cc1cc(-c2nnc3n2CCCCC3)c(C)n1-c1cccc(Cl)c1,1.95,8.3978,0.0,3.5747,-9.8317,-55.3139,-48.6785
2223,Cc1cc(-c2nnc3n2CCCCC3)c(C)n1-c1ccc(C(C)(C)C)cc1,1.9,9.153,0.0,2.6849,-7.0258,-49.2494,-38.7736
2224,Cc1cc(-c2nnc3n2CCCCC3)c(C)n1-c1ccc(Cl)cc1,1.9,8.465,0.0,3.5902,-9.8302,-55.5996,-48.8956
2225,Cc1cc(-c2nnc3n2CCCCC3)c(C)n1-c1ccc(Cl)c(Cl)c1,1.9,8.3027,0.0,4.0548,-8.292,-58.4981,-50.0614
2226,Cc1cc(-c2nnc3n2CCCCC3)c(C)n1-c1cccc(C(F)(F)F)c1,1.9,9.8836,0.0,6.5045,-7.7516,-78.5966,-58.4862
2347,Cc1ccc(-n2c(C)cc(-c3nnc4n3CCCCC4)c2C)cc1,1.62,8.281,0.0,2.6161,-10.3685,-47.7773,-41.611
944,COc1ccc(-n2cnc3cc(C(=O)N4CCCCC4)ccc32)cc1,20.67,9.9524,0.0,5.4046,-13.168,-75.1097,-72.8957
1081,O=C(c1ccc2c(c1)ncn2-c1ccccc1)N1CCCCC1,16.0,8.7319,0.0,3.8762,-13.8549,-58.8698,-57.49
1358,O=C(c1ccc2c(c1)ncn2-c1ccc(Cl)cc1)N1CCCCC1,9.8,8.8293,0.0,4.7152,-12.3212,-65.1338,-62.7217
1507,O=C(c1ccc2c(c1)ncn2-c1ccc(C(F)(F)F)cc1)N1CCCCC1,7.6,10.061,0.0,7.4038,-10.2485,-86.2782,-71.913
1645,Cc1cccc(-n2cnc3cc(C(=O)N4CCCCC4)ccc32)c1,5.85,8.9164,0.0,3.9038,-12.8635,-59.1569,-56.5457
1646,O=C(c1ccc2c(c1)ncn2-c1cccc(Cl)c1)N1CCCCC1,5.83,8.9144,0.0,4.764,-12.3195,-65.8876,-63.0248
1786,O=C(c1ccc2c(c1)ncn2-c1cccc(C(F)(F)F)c1)N1CCCCC1,4.4,10.1041,0.0,7.5607,-10.2454,-87.7154,-72.4199
1931,COc1ccccc1-n1cnc2cc(C(=O)N3CCCCC3)ccc21,3.2,9.6072,0.0,5.2157,-13.1691,-72.3975,-68.5178
2024,CC(C)(C)c1ccc(-n2cnc3cc(C(=O)N4CCCCC4)ccc32)cc1,2.7,9.786,0.0,3.9521,-9.5151,-60.2104,-53.8639
2058,Cc1cccc(-n2cnc3cc(C(=O)N4CCC(Br)CC4)ccc32)c1,2.5,9.8491,0.0,5.3362,-10.9473,-70.5968,-66.7251
2059,Cc1cccc(-n2cnc3cc(C(=O)N4CCCC(C)C4)ccc32)c1,2.5,9.1733,0.0,3.9081,-11.7472,-59.398,-55.581
2259,Cc1cccc(-n2cnc3cc(C(=O)N4CCCC(C(C)C)C4)ccc32)c1,1.8,9.7547,0.0,3.9321,-9.5208,-59.99,-53.8743
2312,CCOC(=O)c1ccc(-n2cnc3cc(C(=O)N4CCCCC4)ccc32)cc1,1.7,11.7025,0.0,6.95,-12.6021,-92.1244,-80.0968
2362,Cc1cccc(-n2cnc3cc(C(=O)N4CCCC(C)(C)C4)ccc32)c1,1.6,9.5684,0.0,3.999,-10.6226,-60.6672,-55.0355
2476,Cc1cccc(-n2cnc3cc(C(=O)N4CCCC(C(F)(F)F)C4)ccc32)c1,1.3,11.7341,0.0,8.1751,-9.1245,-93.5064,-73.161
899,CCc1ccc2oc(NC3=NC(c4[nH]ncc4Cl)C4=C(CCCC4=O)N3)nc2c1,22.0,8.0157,2.7201,7.2096,-16.8307,-103.0375,-111.6273
1058,O=C1CCCC2=C1C(c1[nH]ncc1Cl)N=C(Nc1nc3cc(F)ccc3o1)N2,17.0,7.2944,2.6259,8.2939,-18.1988,-109.6744,-121.4441
1097,Cc1ccc2nc(NC3=NC(c4[nH]ncc4Cl)C4=C(CCCC4=O)N3)oc2c1,15.8,7.2755,2.7884,6.8973,-17.9455,-99.8059,-110.0769
1150,COc1ccc2oc(NC3=NC(c4[nH]ncc4Cl)C4=C(CCCC4=O)N3)nc2c1,14.17,8.0015,2.5073,7.991,-18.2637,-111.2412,-123.1567
1153,O=C1CCCC2=C1C(c1[nH]ncc1Br)N=C(Nc1nc3ccccc3o1)N2,14.0,7.0254,2.8416,7.0432,-18.6785,-100.5601,-111.6262
1161,O=C1CCCC2=C1C(c1[nH]ncc1Cl)N=C(Nc1nc3ccc(F)cc3o1)N2,14.0,6.9295,2.6072,7.9647,-18.207,-106.2794,-118.7982
1179,O=C1CCCC2=C1C(c1[nH]ncc1Cl)N=C(Nc1nc3ccccc3o1)N2,13.47,7.0212,2.8338,7.004,-18.9385,-100.3789,-111.6964
1300,Cc1cccc2oc(NC3=NC(c4[nH]ncc4Cl)C4=C(CCCC4=O)N3)nc12,10.6,7.3823,2.5041,6.7272,-17.9521,-98.4405,-109.3853
1335,O=C1CCCC2=C1C(c1[nH]ncc1Cl)N=C(Nc1nc3ccc(Cl)cc3o1)N2,10.0,6.6529,2.5347,7.1701,-17.416,-99.9193,-111.1493
1640,COC(=O)c1ccc2nc(NC3=NC(c4[nH]ncc4Cl)C4=C(CCCC4=O)N3)oc2c1,5.9,9.3307,2.8224,9.6728,-18.7986,-129.2701,-133.1255
1776,O=C1CCCC2=C1C(c1[nH]ncc1Cl)N=C(Nc1nc3cccc(Cl)c3o1)N2,4.5,6.4552,2.6307,6.9489,-17.4131,-98.3784,-109.1176
1909,O=C1CCCC2=C1C(c1[nH]ncc1Cl)N=C(Nc1nc3c(Cl)cccc3o1)N2,3.4,6.8133,2.7172,7.4138,-17.4054,-102.5321,-112.6739
1932,O=C1CCCC2=C1C(c1[nH]ncc1Cl)N=C(Nc1nc3c(Br)cccc3o1)N2,3.2,6.7763,2.7266,7.3293,-17.1434,-102.0533,-111.9501
2316,Cc1ccc2oc(NC3=NC(c4[nH]ncc4Cl)C4=C(CCCC4=O)N3)nc2c1,1.7,7.2498,2.7453,6.858,-17.9469,-99.2093,-109.5802
2368,Cc1cccc2nc(NC3=NC(c4[nH]ncc4Cl)C4=C(CCCC4=O)N3)oc12,1.6,7.3581,2.5032,6.7972,-17.9505,-98.5219,-109.3732
493,Fc1ccccc1-c1ccc(Nc2nc(-c3ccncc3)nc3ccccc23)cc1F,30.0,9.7274,0.6344,6.3169,-24.5293,-83.0351,-102.3983
494,Fc1cc(Nc2nc(-c3ccncc3)nc3ccccc23)ccc1-c1cccc(OC(F)(F)F)c1,30.0,10.6249,0.6839,8.4672,-21.9828,-102.5653,-104.1208
495,Fc1ccc(-c2ccc(Nc3nc(-c4ccncc4)nc4ccccc34)cc2F)cc1,30.0,9.8978,0.6514,6.3412,-24.5292,-83.7245,-102.9388
496,Fc1cc(Nc2nc(-c3ccncc3)nc3ccccc23)ccc1-c1cccc(C(F)(F)F)c1,30.0,10.3707,0.5571,7.9506,-21.6762,-95.2524,-102.2106
498,Fc1cccc(-c2ccc(Nc3nc(-c4ccncc4)nc4ccccc34)cc2F)c1,30.0,9.8013,0.6381,6.2561,-24.5314,-82.7836,-102.0878
499,Fc1cc(Nc2nc(-c3ccncc3)nc3ccccc23)ccc1-c1cc(F)c(F)c(F)c1,30.0,9.3598,0.6876,7.9741,-23.0571,-95.2888,-110.1174
500,Fc1cc(Nc2nc(-c3ccncc3)nc3ccccc23)ccc1-c1cccc(OC(F)F)c1,30.0,10.8176,0.6446,7.9173,-22.8471,-98.7205,-105.7602
819,Fc1ccc(-c2ccc(Nc3nc(-c4ccncc4)nc4ccccc34)cc2F)c(Cl)c1,25.0,9.6725,0.6396,6.8791,-22.9964,-87.3968,-105.1718
847,Fc1cc(Nc2nc(-c3ccncc3)nc3ccccc23)ccc1-c1ccc(F)c(F)c1F,24.0,9.0749,0.6726,7.7284,-23.0583,-93.0996,-107.9838
877,Fc1ccc(-c2ccc(Nc3nc(-c4ccncc4)nc4ccccc34)cc2F)c(F)c1,23.0,9.9751,0.638,7.716,-23.7874,-94.0574,-112.6513
1284,COc1ccc(-c2ccc(Nc3nc(-c4ccncc4)nc4ccccc34)cc2F)cc1F,11.0,10.7263,0.6339,7.354,-23.849,-94.664,-110.3655
1728,CSc1ccccc1-c1ccc(Nc2nc(-c3ccncc3)nc3ccccc23)cc1F,5.1,9.9419,0.6031,5.1002,-22.6622,-74.8652,-92.2079
2026,CC(C)Oc1ccc(CCNC(=O)c2cc3sccc3n2Cc2ccccc2)cc1OC(C)C,2.7,11.9203,0.5102,6.3096,-10.8321,-81.9665,-84.2746
2060,CCOc1ccc(C(C)CNC(=O)c2cc3sccc3n2Cc2ccccc2)cc1OCC,2.5,12.0904,0.6258,6.3788,-11.9426,-83.9068,-87.3754
2199,CCOc1cc(CCNC(=O)c2cc3sccc3n2Cc2ccccc2)cc(F)c1OCC,2.0,11.7525,0.5867,7.7391,-12.3285,-93.1572,-94.4346
2227,O=C(NCCc1ccc(OCC(F)(F)F)c(OCC(F)(F)F)c1)c1cc2sccc2n1Cc1ccccc1,1.9,13.5222,0.7048,11.953,-7.8538,-125.4403,-99.5149
2255,CCOc1ccc(CCNC(=O)c2cc3sccc3n2Cc2cccc(C)c2)cc1OCC,1.8,11.9291,0.6003,6.3496,-12.0666,-83.119,-86.7944
2256,CCOc1ccc(CCNC(=O)c2cc3sccc3n2Cc2ccc(F)cc2F)cc1OCC,1.8,12.3402,0.5773,9.5754,-11.5737,-107.5121,-111.6589
2265,CCOc1ccc(CCNC(=O)c2cc3sccc3n2Cc2ccccc2)c(F)c1OCC,1.8,12.6625,0.6091,8.136,-12.3074,-97.1213,-97.5855
2266,CCOc1cc(F)c(CCNC(=O)c2cc3sccc3n2Cc2ccccc2)cc1OCC,1.8,12.4322,0.4489,8.1527,-12.3137,-96.3932,-100.6363
2277,CCOc1ccc(CCNC(=O)c2cc3sccc3n2Cc2ccc(Cl)c(F)c2)cc1OCC,1.75,12.2582,0.6053,8.5291,-10.7748,-100.0556,-101.5412
2306,CCOc1ccc(CCNC(=O)c2cc3sccc3n2Cc2ccccc2)cc1OCC,1.7,11.8869,0.5559,6.5039,-13.061,-84.6397,-89.0763
2315,CCOc1ccc(CCN(C)C(=O)c2cc3sccc3n2Cc2ccccc2)cc1OCC,1.7,12.7607,0.0,6.3502,-12.0711,-82.4502,-74.6573
391,Nc1nc2c(s1)C(c1cc(Cl)ccc1F)CC(=O)N2,30.0,4.2749,2.8234,5.6794,-9.1636,-71.1081,-81.8867
392,COc1ccc(C2CC(=O)Nc3nc(N)sc32)cc1OC,30.0,6.5289,2.5904,6.459,-10.0743,-86.16,-92.9614
652,Nc1nc2c(s1)C(c1cccc(F)c1F)CC(=O)N2,30.0,4.5135,2.8544,6.2744,-9.9592,-76.1592,-84.5371
653,Nc1nc2c(s1)C(c1ccccc1)CC(=O)N2,30.0,4.3439,2.5935,3.8421,-11.4466,-58.5009,-70.1241
