Unnamed: 0,RLM,HLC,3A4
1845,C[C@@]12C[C@@H](CC(C1)(C)C)N(C2)S(=O)(=O)C3=CC=C(C=C3)C(=O)NC4=CC(=C(C=C4)Cl)S(=O)(=O)N5CCOCC5,,
1846,CCC(=O)N1CCN(CC1)C2=C(C=C(C=C2)N3C(=O)C=CC4=CN=C5C=CC(=CC5=C43)C6=CC7=CC=CC=C7N=C6)C(F)(F)F,,
1847,C1CN(CCC1C(=O)N)C2=NC(=CS2)C3=CC=CC=C3[N+](=O)[O-],,
1848,CC1=C(C=CC2=C1OC(CC2)(C)C)O,,
1849,CC1=CN=C(N=C1NCC2CCN(CC2)C3=CN=CC=C3)C4=CC=CC=C4C(C)C,,
1850,C1=CC(=CC=C1C2=NN=C(O2)NC(=O)C3=CC(=C(C=C3)Cl)Cl)Cl,,
1851,CC1=CC=C(C=C1)S(=O)(=O)NC2=CC=CC=C2C(=O)NC3=NC(=CO3)C4=CC=CC=C4,,
1852,COC1=CC(=C(C=C1)CNC2=CC=C(C=C2)S(=O)(=O)NC3=NC=CS3)O,,
1853,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CC3=CNC4=CC=CC=C43,,
1854,CC1=C(C(=O)N2C=CSC2=N1)S(=O)(=O)NC3=CC=C(C=C3)C(=O)OC,,
1855,C1CN(CCC1C(=O)N)C2=NC(=CS2)C3=CC=CC=C3,,
1856,CC1=CC=C(C=C1)C2=NC(=C(O2)C)CN3C4=C(C=C3C(=O)OC)OC=C4,,
1857,CCC(C)N(C)C(=O)C1=CC2=CC=CC=C2C(=N1)C3=CC=CC=C3Cl,,
1858,CCOC1=C(C=CC(=C1)CNC2=CC=C(C=C2)O)OCC3=CC=C(C=C3)Cl,,
1859,CC(C)C1=CC=C(C=C1)S(=O)(=O)C2=CN=C(NC2=O)SCC(=O)NC3=CC4=C(C=C3)OCCO4,,
1860,CCN(CC)S(=O)(=O)C1=CC=CC(=C1)C(=O)NC2=CC=C(C=C2)C#N,,
1861,CC1=CC2=C(C=C1)N(C3=CC=CC=C3C2=O)CCCC(=O)NC4=C(C=CC(=C4)Cl)C,,
1862,CC1=NC2=C(C=NN2C(=C1)SCC(=O)C3=CC=CC=C3)C4=CC=CC=C4,,
1863,CCCCN(CC)CCNC(=O)C1=CC2=C(S1)N(N=C2C3=CC=C(C=C3)Cl)C,,
1864,C1CN(CCC1C(=O)N)C2=NC(=CS2)C3=CC=CC=C3C#N,,
1865,CC1=NC(=C2C(=N1)N(C(=N2)C3=CC=CC=C3)CCN(C)C)NC4CCCCC4,,
1866,CC1=C(C(=CC=C1)C)NC2=C(N=C3N2C=CC=N3)C4=CC=CS4,,
1867,COC(=O)CNC(=O)C1=NC(=C2N1C=CN=C2)C3=C(C=C(C=C3)Cl)Cl,,
1868,C1=CC=C(C(=C1)NCC2=C3C=CC=NC3=C(C=C2)O)F,,
1869,CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C(=CC=C2)OC)C(=O)NC3=NC(=CS3)C4=CC=CC=C4,,
1870,CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=C(C=C2)C)C(=O)NC3=NC(=CS3)C4=CC=CC=C4,,
1871,CCCCCN(CCC12CC3CC(C1)CC(C3)C2)C(=O)NCCCC4=CC=NC=C4,,
1872,CC1=NSC(=C1C(=O)N(C)CCOC2=CC=CC=C2Cl)N,,
1873,CC1=CSC2=NC(=CN12)C3=CC(=CC=C3)NC(=O)C4=CC(=CC=C4)F,,
1874,C1CCCC(CC1)NS(=O)(=O)C2=C(C=CC(=C2)C(=O)NC3=CC=C(C=C3)Br)F,,
1875,CC(C)(C)OC(=O)N1CCN(CC1)C2=CC=C(C=C2)NCC3=CC=C(O3)C4=CC=C(C=C4)C#N,,
1876,CC1=CC=C(C=C1)N(C)S(=O)(=O)C2=CC=C(C=C2)C3=CN=C(O3)C4CC4,,
1877,COC1=C(C=C(C=C1)C2C3=C(C=CC4=CC=CC=C43)OC5=C2C(=N)N(C=N5)CCN6CCOCC6)OC,,
1878,C1CN(CCC1C(=O)N)C2=NC=C(S2)C3=CC=C(C=C3)Br,,
1879,CN1C2=C(C3=C1C(=O)N(N=C3)CC4=CC(=CC=C4)N)SC(=C2)SC,,
1880,CC1=CC(=C(N1C2=CC=C(C=C2)C#N)C)C3=NN=C4N3CCCCC4,,
1881,CN1CCC(=CC1)C2=NC3=CC=CC=C3C(=N2)NC4=CC(=C(C=C4)F)F,,
1882,CC1=CC(=C(C=C1)C)CN2CCC(CC2)CNC(=O)NC3=C(C=C(C=C3)Br)F,,
1883,CCOC(=O)C1=CC(=NC2=C1C(=NN2CCC#N)C)C3=CC=CO3,,
1884,C1=CC(=CN=C1)NCC2=C3C=CC=NC3=C(C=C2)O,,
1885,CC1=CC(=CC=C1)NC2=NC3=CC=CC=C3C(=N2)NCC4=CC=CO4.Cl,,
1886,C1=CC2=C(C(=C(C=C2)C(C3=CC=C(C=C3)C(F)(F)F)NC4=NC=CS4)O)N=C1,,
1887,CSC1=CC=C(C=C1)/C=C/C2=NC3=CC=CC=C3N2S(=O)(=O)C4=CC(=CC=C4)Cl,,
1888,CC(C)C[C@@H](C(=O)[C@]1(CO1)C)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC3=CC=CC=C3)NC(=O)CN4CCOCC4,,
1889,CCOC1=CC=C(C=C1)CN2C3=C(C=CC(=C3)C(=O)NC4CCC(CC4)C)SC5=CC=CC=C5C2=O,,
1890,CCS(=O)(=O)C1=NC=C(C(=N1)C(=O)NC2=C(C=CC(=C2)C)C)N(CC3=CC=C(C=C3)F)CC4=CC=CO4,,
1891,CNC1=NC2=C(S1)C(CC(=O)N2)C3=CC=CC=C3F,,
1892,CCCCCCCC1=C(N=C(NC1=O)N2CCOCC2)C,,
1893,CC1=CC(=NC=C1)NC(=S)N2CC[C@H](C2)NC3=CC=CC(=C3)C(F)(F)F,,
1894,CC1=CC=C(C=C1)S(=O)(=O)NC2=CC=CC=C2C(=O)NC3=NC=C(O3)C4=CC=CC=C4,,
1895,CC1=CC=C(C=C1)S(=O)(=O)NC2=CC=CC=C2C(=O)NC3=NC=C(N=C3)C4=CC=CC=C4,,
1896,CC1=CC=C(C=C1)S(=O)(=O)NC2=CC=CC=C2C(=O)NC3=CC=CC(=C3)C4=CC=CC=C4,,
1897,CC1=C(C=C(C=C1)C2=NC3=CC=CC=C3O2)NC(=O)COC4=CC=CC=C4,,
1898,COC1=CC=CC(=C1O)CNC2=CC=C(C=C2)[S+](=O)(NC3=CC4=CC=CC=C4S3)[O-],,
1899,C1COC[C@H](N1CC2=CC=C(C=C2)F)C3=NC=C(N3)C4=CC=C(S4)Cl,,
1900,CC(C)OC1=CC=CC(=C1)C2CC(=O)NC3=CC4=C(C=C23)OCO4,,
1901,CC1=CC=C(C=C1)N2C(=C3C(=NN(C(=O)C3=N2)CCCC(=O)NCC4=CC=CC=C4OC)C)C,,
1902,C1CCN(CC1)C2=NC(=CS2)C3=CC=C(C=C3)Br,,
1903,COC1=CC(=CC(=C1)NC(=O)CN2C3=C(C=C(C=C3)S(=O)(=O)N4CCCCCC4)OC2=O)OC,,
1904,CC1=CC=C(C=C1)C2=NN=C3C4=CC=CC=C4C(=O)C3=C2,,
1905,CC1=C(C=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)NC4=CC=C(C=C4)S(=O)(=O)N(C)C)C,,
1906,CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=C(C=C2)Cl)C(=O)NC3=NC(=CS3)C4=CC=CC=C4,,
1907,C1CN(CCC1CNC2=NC(=NC=C2F)C3=CC=CC=C3C(F)F)C4=NC=CN=C4,,
1908,C1CC2=C(C(N=C(N2)NC3=NC4=C(O3)C=CC=C4Cl)C5=C(C=NN5)Cl)C(=O)C1,,
1909,C1CN(CC=C1C(=O)NC2=CC=CC(=C2)C(F)(F)F)CC3=CC=C(C=C3)F,,
1910,COC1=CC=CC2=C1CCCC2CCCN3CCN(CC3)C4CCCCC4,,
1911,CC1=CC(=C(C=C1)OC)NS(=O)(=O)C2=CC=C(C=C2)C3=CN=C(O3)C4CC4,,
1912,CC1=C(C(=NO1)C)CC2=CC=C(O2)C(=O)N3CCC4=C(C3)N=C5C=C(NN5C4=O)C6=CC=CC=C6,,
1913,C1CC1CN2CC[C@]34[C@@H]5C(=O)/C(=C\C6=CC=CC=C6)/C[C@]3(C2CC7=C4C(=C(C=C7)O)O5)O,,
1914,COC1=C(C=C(C=C1)S(=O)(=O)N2CCOCC2)NC(=O)C3=CC(=CC=C3)N4C=CC=C4,,
1915,CC1=C(C(N2C(=C(C=N2)C(=O)NC3=CC=C(C=C3)F)N1)C4=CC=C(C=C4)Cl)C(=O)NC5=CC=CC=C5OC,,
1916,CCOC1=CC=C(C=C1)C2=NN=C(O2)SCC(=O)NCC3=CC=CC=C3Cl,,
1917,CCCCOC(=O)C1=C2C(=NC=C1)C=C(S2)C(C3=CC=CC=C3Cl)OCCN4CCCCC4,,
1918,CC1=CC2=C(C=C1)SC3=C(C=C(C=C3)C(=O)NC4CCCC4)N=C2C,,
1919,C1CN(CCN1)C2=NC(=CS2)C3=CC=C(C=C3)Br,,
1920,CCC(=O)NC(C1=CC=CO1)C2=CC(=C3C=CC=NC3=C2O)Cl,,
1921,CC1CC(CN(C1)C(=O)C[C@H](C2=CC3=C(C=C2)OCO3)C4=C(C=C(C=C4OC)OC)O)C,,
1922,CCCC1=CC=C(C=C1)C2=CSC(=N2)NC(=O)C3=C(C=NC=C3)NS(=O)(=O)C4=CC=C(C=C4)C,,
1923,CC1=CC=C(C=C1)NC(=O)CN(C2=CC=C(C=C2)C)S(=O)(=O)C3=CC(=C(C=C3)OC)OC,,
1924,CC1=C(C(=CC=C1)C)NC2=NN(C3=NC(=NC=C23)NC4=CC(=C(C=C4)OCCN5CCCC5)F)CCC(C)(C)OC,,
1925,CC1=CC(=C(N1C2=CC=CC=C2)C)C3=NN=C4N3CCCCC4,,
1926,COCCNC(=O)C1=CC=C(C=C1)C2=CN=C(C=C2)N3CCCCC3,,
1927,C1CN(CCN1CC2=CC(=C3C=CC=NC3=C2O)Cl)C4=CC=CC=N4,,
1928,CC1=C(C(=NO1)C)C2=CC3=C(C=C2)N=CN=C3NCC4=CC5=C(C=C4)NC=C5,,
1929,CC1=CC(=C(N1C2=CC=C(C=C2)F)C)C3=NN=C4N3CCCCC4,,
1930,COC1=CC=CC=C1N2C=NC3=C2C=CC(=C3)C(=O)N4CCCCC4,,
1931,C1CC2=C(C(N=C(N2)NC3=NC4=C(O3)C=CC=C4Br)C5=C(C=NN5)Cl)C(=O)C1,,
1932,CC1=CC=C(C=C1)COC2=C(C=C(C=C2)C(=S)N3CCN(CC3)CCO)OC,,
1933,CC1=C(NC(=C1C(=O)C)C)C(=O)NC2=CC(=CC=C2)[S+](=O)(N3CC[C@H](C3)F)[O-],,
1934,C1=CC2=C(C=CC(=C2N=C1)O)CNC3=C(C=C(C=C3)F)F,,
1935,CC1=CC(=CC=C1)C2=NN(C(=C2)NC(=O)C3=CC=CC=C3C)C4=CC=CC=C4,,
1936,CC1=CC=CN2C1=NC(=CC2=O)COC3=CC=CC(=C3)NC(=O)C4=CC(=CC=C4)OC,,
1937,CC1=C(C=CC=C1Cl)N2C(=O)C3=C(N(C2=O)CC4=CC(=CC=C4)OC)SC5=C3CCN(C5)C(=O)C,,
1938,COC1=CC=C(C=C1)CN2CCNC3=CC(=NC=C3C2)NC4=CC=CC=C4,,
1939,CCOC1=C(C=C(C=C1)NC(=O)C2=CC(=CC=C2)N3C=CC=C3)S(=O)(=O)N4CCOCC4,,
1940,CC(=O)NC1=CC=C(C=C1)OCC2=C(C=CC(=C2)C3=NC4=CC=CC=C4C(=O)N3CC5=CC=CC=C5)OC,,
1941,CC(C)CN1C=C(C2=CC(=C(C=C2C1=O)OC)OC)C(=O)N3CCN(CC3)C4=CC=CC(=C4)C(F)(F)F,,
1942,CC1=C(C=C(C=C1)NS(=O)(=O)C2=CC3=C(C=C2)OCC(=O)N3)C,,
1943,C1=CC=C(C(=C1)C2C3C(=NC4=CC=CC=C4S2)C5=CC=CC=C5C3=O)F,,
1944,COC1=C(C(=CC=C1)OC)C(=O)NC2=CC=CC=C2C(=O)NC3=CC=CC(=C3)C(F)(F)F,,
1945,C1=CC=C(C=C1)C2=CC=C(C=C2)NC(=O)[C@H](CC3=CC=C(C=C3)O[S+](=O)(C4=CC=CC5=C4C=CN=C5)[O-])N[S+](=O)(C6=CC=CC7=C6C=CN=C7)[O-],,
1946,C1CN(CCC1C(=O)N)C2=NC(=CS2)C3=CC=C(C=C3)Cl,,
1947,C1CN(CCC1C(=O)N)C2=NC(=CS2)C3=CC4=C(C=C3)OCCO4,,
1948,CC(C)OC1=CC=CC(=C1)C2=CSC(=N2)N3CCC(CC3)C(=O)N,,
1949,C1CCC(C1)N2C3=NC=NC(=C3C(=N2)C4=CN=C5C(=C4)C=CN5)N,,
1950,CC(=O)C1=CC=CC(=C1)C2=CSC3=C2C(=NC=N3)SC4=NN=NN4C,,
1951,CN1CCN(CC1)C2=CC=C(C=C2)NC3=NC=C(C(=N3)OC4=CC=CC(=C4)NC(=O)C=C)Cl,,
1952,CCCOC(=O)C1=CC=C(C=C1)OC2=C(NN=C2C3=C(C=C(C=C3)O)O)C,,
1953,C1CN(CCC1C(=O)N)C2=NC(=CS2)C3=CC=CC=C3F,,
1954,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3Cl,,
1955,CCOC1=CC=C(C=C1)CNC(=O)CCCN2C(=O)C3=NN(C(=C3C(=N2)C)C)C4=CC=C(C=C4)C,,
1956,C1C(C2(CN1CC3=CC=C(C=C3)O)CN(C2)C4=CC=CC=C4)CNC5=CC=CC=C5,,
1957,CCN1C(=NN=C1SCC2=CC=C(C=C2)C#N)C3=CC(=CC=C3)Cl,,
1958,CN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,,
1959,COC(=O)C1=CC=CC=C1C(=O)NC2=NC(=CS2)C3=CC=CC=C3,,
1960,CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=C(C=C2)F)C(=O)NC3=NC(=CS3)C4=CC=CC=C4,,
1961,CC(C)C1=CC=CC=C1C2=NC=C(C(=N2)NCC3CCN(CC3)C4=CN=CC=C4)F,,
1962,C1=CC=C2C(=C1)N=CC(=N2)C(=O)NC3=C(C=C(C=C3)Cl)Cl,,
1963,CCC1=CC2=C(C=C1)OC(=O)C=C2CN3CCN(CC3)C4=CC=CC=C4F,,
1964,CC1=CC(=C(N1)C(=O)NC2=CC(=CC=C2)[S+](=O)(N3CCCCC3)[O-])C,,
1965,CC1=C(NC(=C1C(=O)C)C)C(=O)NC2=CC(=C(C=C2)OC)S(=O)(=O)N3CCCCCC3,,
1966,C1CCN(CC1)S(=O)(=O)C2=CC=C(C=C2)C(=O)NC3=CC(=C(C=C3)Cl)S(=O)(=O)N4CCOCC4,,
1967,CC1=CC=C(C=C1)C2=NC3=C(NN=C3N=C2)C4=CC=CC=C4OC,,
1968,CC1=CC(=CC=C1)NC(=O)C2=C3NC(=C(C(N3N=C2)C4=CC=CC=C4Cl)C(=O)NC5=CC=CC=C5OC)C,,
1969,CN1C2=CC=CC=C2N=C(C1=O)C(=O)NC3=CC=C(C=C3)C(=O)OC,,
1970,C1=CC=C(C(=C1)C2=NC3=CC=CC=C3C(=N2)NCC4=CC(=CC=C4)Cl)C(F)(F)F,,
1971,C1=CC=C2C(=C1)C3=NC4=CC=CC=C4SC(C3C2=O)C5=CC=C(C=C5)Cl,,
1972,CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1,,
1973,CC(C)CCN1C(=O)C2=C(C=CS2)N3C1=NN=C3CCCC(=O)NC4=CC(=C(C=C4)OC)Cl,,
1974,C1CN(CCC1C(=O)NCCCC2=CC=CC=C2)C3=NC(=CS3)C4=CC=C(C=C4)Br,,
1975,C1=CSC(=C1)C2=CC=NC3=NC(=NN23)CC4=CC=C(C=C4)F,,
1976,C1COCCC1(CNC(=O)C2=CC=CC(=C2)C3=NOC(=N3)C(F)(F)F)C4=NC(=CS4)C5=CC=CC=C5,,
1977,COC1=C(C=C(C=C1)S(=O)(=O)N2CCCCCC2)NC(=O)CC3=NNC(=O)C4=CC=CC=C43,,
1978,COC1=CC(=NC=C1)NC(=S)N2CCN(CC2)C3=CC=CC=C3C(F)(F)F,,
1979,CC1=CC(=CC=C1)N2C=NC3=C2C=CC(=C3)C(=O)N4CCCCCC4,,
1980,C1=CSC(=C1)C2=NN=C(O2)NC(=O)C3=CC=C(C=C3)Cl,,
1981,C1CCC(CC1)C2=NN=C(O2)C3=CC=C(C=C3)Cl,,
1982,CC1=CC=C(C=C1)NC(=O)C2=C(C=NC=C2)NS(=O)(=O)C3=CC=C(C=C3)C,,
1983,CN1CCCN(CC1)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,,
1984,CN(CC1=CC=C(C=C1)/C=C/C(=O)NO)CC23CC4CC(C2)CC(C4)C3,,
1985,CC1=CN=C(N=C1NCC2CCN(C2)C3=CN=CC=C3)C4=CC=CC=C4C(C)C,,
1986,CCC1=CC=C(C=C1)NC(=O)CSC2=NC3=CC=CC=C3C4=NC(C(=O)N42)CC(=O)NCC5=CC6=C(C=C5)OCO6,,
1987,C1CN(CCC1C(=O)N)C2=NC(=CS2)C3=CC=CC=C3Br,,
1988,CC1=C(C=C(C=C1)N2C(=CC(=C2C)C3=NNC(=NC4CC4)SC3)C)C,,
1989,CC(C)(C#N)C1=CC=C(C=C1)N2C3=C4C=C(C=CC4=NC=C3COC2=O)C5=CC6=CC=CC=C6N=C5,,
1990,CCOC1=C(C=C(C=C1)S(=O)(=O)NCC2=CN=CC=C2)NC(=O)C3=CC=CC=C3F,,
1991,CN1CCN(CC1)C2=NC3=C(C=CC(=C3)Cl)NC4=CC=CC=C42,,
1992,C1CCN(CC1)C2=NC=C(C3=CC=CC=C32)C(=O)N4CCN(CC4)C5=CC=C(C=C5)Cl,,
1993,CCOC1=CC(=CC(=C1OCC)OCC)C2=NC=CC3=CC(=C(C=C32)OC)OC,,
1994,CCOC1=C(C=C(C=C1)CCNC(=O)C2=CC=C(C=C2)C(=O)C3=CC=CC=C3)OCC,,
1995,CCOC1=C(C=C2CN(CCC2=C1)C(=O)C3=CC4=C(N3CC5=CC=CC=C5)C=CS4)OCC,,
1996,COC1=CC=CC=C1CNC2=CC=C(C=C2)S(=O)(=O)NC3=NC=CS3,,
1997,C[C@@H]1CC[C@H]2[C@H]([C@H](O[C@H]3[C@@]24[C@@H]1CC[C@@](O3)(OO4)C)CC(=NOCC=C)[C@@H]5[C@H]([C@@H]6CC[C@H]([C@H]7[C@]68[C@H](O5)O[C@](CC7)(OO8)C)C)C)C,,
1998,C1CN(CC1CNC2=NC(=NC=C2F)C3=CC=CC=C3C(F)F)C4=NC=CN=C4,,
1999,CC(C)C1=CC=CC=C1C2=NC=C(C(=N2)NCC3=CC=C(C=C3)C4=CC=NN4)F,,
2000,CC1=CC2=CC=CC=C2N1CC(=O)NC3CCCCC3,,
2001,CCC1=CC=C(C=C1)NC(=O)C2=NN3C=CC=NC3=C2,,
2002,CC(C)C1=CC=CC=C1C2=NC=C(C(=N2)NCC3=CC=C(S3)C4=CN=CC=C4)F,,
2003,COC(=O)C1=CC=CC=C1NC(=O)C2=CC=CC=C2OC(F)F,,
2004,CC1(CC2CC(C1)(CN2S(=O)(=O)C3=CC=C(C=C3)C(=O)NC4=CC(=CC=C4)S(=O)(=O)N5CCOCC5)C)C,,
2005,COC1=C2C(=C(C=C1)O)C(=O)C3=C(C=C4C(=C3O2)C5C=COC5O4)OC,,
2006,CCC(CC)C1=NC(=NC(=C1)[C@H]2CN3CC[C@H]2C[C@@H]3CNC(=O)CC4=CC=CS4)C5=CC=NC=C5,,
2007,CC1=NN2CCCN(C2=C1C3=CC=CC=C3C4=CC=CC=C4)CC5CC5,,
2008,CC1=CC=C(C=C1)N2C(=C3C(=NN(C(=O)C3=N2)CCCC(=O)NCC4=CC=C(C=C4)F)C)C,,
2009,CC1=C(C(=CC=C1)N2CCN(CC2)C(=O)CN3C4=C(COC5=CC=CC=C54)C=N3)C,,
2010,CCC1=CC=C(C=C1)C2C(=C(NC3=C(C=NN23)C(=O)NC4=CC=C(C=C4)C)C)C(=O)NC5=CC=CC=C5OC,,
2011,CC1=CC=CC=C1C2=NC3=CC=CC=C3C(=N2)NCC4=CC=CS4,,
2012,C1=CC=C(C=C1)CNC2=NC(=NC3=CC=CC=C32)C4=CC=CC=C4C(F)(F)F,,
2013,CC1=CC=CC=C1NC2=C(N=C3N2C=CS3)C4=CC=CC=C4O,,
2014,CC1CCC2=C(N1S(=O)(=O)C3=CC=CS3)C=C(C=C2)F,,
2015,CC(C)CCN1C2=C(N=C1OC3=CC=C(C=C3)C(=O)OC)N(C(=O)N(C2=O)C)C,,
2016,CC1CC2=NC(=NC(=C2C(=O)C1)C)NCC3=CC=CO3,,
2017,CCN1CCN(CC1)C2=NC=C3CN(CCC3=N2)CC4=CC(=CS4)Br,,
2018,C1CCC2(C1)C3=C(CCCC3=O)NC(=N2)NC4=NC5=CC=CC=C5O4,,
2019,CC1=CC2=C(C=C1)OC(=N2)NC3=NC4(CCCC4)C5=C(N3)CCCC5=O,,
2020,CCOC(=O)C1CCN(CC1)C(=O)C2(CCCCC2)NC(=O)NC3=C(C=C(C=C3)F)F,,
2021,CC1=C(C(N=C(N1)NC2=NC3=CC=CC=C3O2)C4=NN(C=C4Cl)C)C(=O)NC5CCCC5,,
2022,CCOC(=O)C1=CC=C(C=C1)N2C(=CC(=C2C)C3=NN=C4N3CCCCC4)C,,
2023,CC(C)(C)C1=CC=C(C=C1)N2C=NC3=C2C=CC(=C3)C(=O)N4CCCCC4,,
2024,CC1=CC=C(C=C1)S(=O)(=O)NC2=CC=CC=C2C(=O)NC3=CN=C(C=C3)C4=CC=CC=C4,,
2025,CC(C)OC1=C(C=C(C=C1)CCNC(=O)C2=CC3=C(N2CC4=CC=CC=C4)C=CS3)OC(C)C,,
2026,COC1=CC=CC(=C1O)CNC2=CC=C(C=C2)S(=O)(=O)NC3=CC=C(C=C3)C4=CC=CC=C4,,
2027,CN([C@@H](CC1=CC=C(C=C1)O[S+](=O)(C2=CC=CC3=C2C=CN=C3)[O-])C(=O)N4CCN(CC4)C(=O)OCC5=CC=CC=C5)[S+](=O)(C6=CC=CC7=C6C=CN=C7)[O-],,
2028,CC1=C(C(=NN1C2=CC=C(C=C2)OC)C)[C@H]3C[C@@H](C=C3)NCC4=CC=C(C=C4)N(C)C,,
2029,CC1=C(C(=NN1)C)CCC2=NN3C(=N2)C4=CC=CC=C4N=C3SCC(=O)NC5=CC=C(C=C5)F,,
2030,COC1=CC=C(C=C1)C(=O)N[C@@H]2CCC[C@@H]2C(=O)N3CCC(CC3)CC4=CC=CC=C4,,
2031,CCN1C2=CC=CC=C2C(=CC1=O)OCC(=O)N3CCN(CC3)C4=CC(=CC=C4)Cl,,
2032,CCN(CC)CCN1C2=C(C=C(C=C2)[N+](=O)[O-])N=C1CC3=CC=C(C=C3)OCC,,
2033,C1CN(CCC1C(=O)N)C2=NC(=CS2)C3=CC4=CC=CC=C4C=C3,,
2034,CC1=CC=C(C=C1)N2C(=C3C(=NN(C(=O)C3=N2)CCCC(=O)NCC4=CC=CC=C4F)C)C,,
2035,CC1=CC=C(C=C1)CCNC(=O)C2CCCN(C2)C3=NN=C(C4=C(N(N=C43)C5=CC=C(C=C5)OC)C)C,,
2036,C1CCC2(C1)C3=C(CCCC3=O)NC(=N2)NC4=NC5=C(O4)C=CC(=C5)Cl,,
2037,CC1=NC=C(C=C1)N2CCC(CC2)CNC3=NC(=NC=C3C)C4=CC=CC=C4C(C)C,,
2038,CC1=CC=C(C=C1)C2=CSC(=N2)NC(=O)C3=CC=CC=C3NS(=O)(=O)C4=CC=C(C=C4)C,,
2039,CC1=CN=C(N=C1NCC2CN(C2)C3=CN=CC=C3)C4=CC=CC=C4C(C)C,,
2040,CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=CN=C2)C(=O)NC3=CC=CC=C3,,
2041,C1=CC=C(C=C1)NS(=O)(=O)C2=CC=C(C=C2)C(=O)NC3=C(C=CC=N3)O,,
2042,CC(=O)NC1=CC=C(C=C1)OCC2=C(C=CC(=C2)C3NC4=CC=CC=C4C(=O)N3CC5=CC=CO5)OC,,
2043,CN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=CC=C3.Cl.Cl,,
2044,C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,,
2045,CC(C(C1=CC=C(C=C1)O)O)N2CCC(CC2)CC3=CC=CC=C3,,
2046,COC1=C(C(=CC(=C1)C2CC(=O)NC3=CC4=C(C=C23)OCCO4)Br)OC,,
2047,C1=CC=C(C(=C1)C2=NC3=CC=CC=C3C(=N2)NCC4=CC(=CC=C4)F)C(F)(F)F,,
2048,CC(C)(C)OC(=O)N[C@@H](CC1=CC=C(C=C1)O[S+](=O)(C2=CC=CC3=C2C=CN=C3)[O-])C(=O)NC4=CC=C(C=C4)C5=CC=CC=C5,,
2049,C1CN(CCN1)C2=CN=CC(=N2)OCC3=CC(=CC=C3)Cl,,
2050,CC(=O)C1CCN(CC1)C2=NC=C(S2)C3=CC(=CC=C3)N(C)C,,
2051,C1=CC=C(C(=C1)C2=NC3=CC=CC=C3C(=N2)NCC4=CC=CS4)C(F)(F)F,,
2052,CCCCCCN(CCCCCC)C(=O)CC1=C(NC2=CC=CC=C21)C3=CC=C(C=C3)F,,
2053,CCOC(=O)CC1=CC=C(C=C1)NC(=O)N2C3=C(C=C(C=C3)Cl)C=N2,,
2054,C1CC2=C(C(=O)C1)C3(CCSC3)N=C(N2)NC4=NC5=CC=CC=C5O4,,
2055,CC1=CC(=C(N1C2=CC=C(C=C2)[N+](=O)[O-])C)C3=NN=C4N3CCCCC4,,
2056,CC1=C(C=C(C=C1)C(=O)[C@H]2CC[C@H](C2)C(=O)NC3=CC=C(C=C3)S(=O)(=O)NC4=NC=CS4)C,,
2057,CC1=CC(=CC=C1)N2C=NC3=C2C=CC(=C3)C(=O)N4CCC(CC4)Br,,
2058,CC1CCCN(C1)C(=O)C2=CC3=C(C=C2)N(C=N3)C4=CC=CC(=C4)C,,
2059,CCOC1=C(C=C(C=C1)C(C)CNC(=O)C2=CC3=C(N2CC4=CC=CC=C4)C=CS3)OCC,,
2060,CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=CC(=C2)C)C(=O)NC3=NC(=CS3)C4=CC=CC=C4,,
2061,CCN1CCCC1CNCC2=CC=CC=C2,,
2062,C1=CC=C(C=C1)CC2=CC(=CC=C2)NC(=O)C3=CC=C(O3)C4=CC(=CC=C4)[N+](=O)[O-],,
2063,CCOC(=O)C1=CC(=C(C=C1)NC2CCCCC2)N,,
2064,C1COCCN1C2=NC(=CS2)C3=CC=C(C=C3)Br,,
2065,CC1=CC=CC=C1NC(=O)CSC2=C(C(=CC(=N2)C3=CC=CC=C3)C4=CC=C(C=C4)OC)C#N,,
2066,CCCN1CC2=C(NC1)N(C(=S)NC2=O)CCC3=C(C(=CC=C3)Cl)Cl,,
2067,CC(C)N(CCCNC(=O)NC1=CC=C(C=C1)C(C)(C)C)C[C@@H]2[C@@H]([C@H]([C@@H](O2)N3C=C(C4=C(N=CN=C43)N)Br)O)O,,
2068,C1=CSC(=C1)C2=CC(=NC(=N2)S(=O)(=O)CCC(=O)NC3=CC=C(C=C3)OC(F)(F)F)C(F)(F)F,,
